SbjNum,Dados_Escola_1,Dados_Escola_3,Dados_Escola_5,Dados_Escola_6,Dados_Escola_8,Dados_Escola_9,Dados_Escola_10,Dados_Escola_11,Dados_Escola_12,P1001,P1002,P1003,P1801,P1802,P1803,P1804,P2701,P2702,P2703,P2704,P2705,P2801,P2802,P2803,P2804,P2901,P2902,P2903,P3001,P3002,P3003,P3004,P3005,P34,Sexo
35543574,862,Leste 1,4 - Privada,35287581,SAO PAULO COLEGIO,RUA DOUTOR RONALDO PORTO MACEDO,71,,4 PARADA,0,0,0,0,0,0,0,2,3,3,3,2,0,0,0,0,1,2,0,2,2,2,1,0,99,0
35543737,862,Leste 1,4 - Privada,35287581,SAO PAULO COLEGIO,RUA DOUTOR RONALDO PORTO MACEDO,71,,4 PARADA,0,0,0,2,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35562902,862,Leste 1,4 - Privada,35287581,SAO PAULO COLEGIO,RUA DOUTOR RONALDO PORTO MACEDO,71,,4 PARADA,0,0,0,3,2,0,0,2,2,3,2,2,2,0,0,2,2,2,0,0,2,0,0,0,1,1
35562903,862,Leste 1,4 - Privada,35287581,SAO PAULO COLEGIO,RUA DOUTOR RONALDO PORTO MACEDO,71,,4 PARADA,8,0,0,2,0,0,0,2,0,0,0,2,3,2,0,0,3,2,0,2,2,0,0,0,1,1
35562906,862,Leste 1,4 - Privada,35287581,SAO PAULO COLEGIO,RUA DOUTOR RONALDO PORTO MACEDO,71,,4 PARADA,1,0,0,2,1,0,0,2,3,3,3,2,0,1,0,0,0,0,0,0,3,0,1,0,1,1
35585207,862,Leste 1,4 - Privada,35287581,SAO PAULO COLEGIO,RUA DOUTOR RONALDO PORTO MACEDO,71,,4 PARADA,1,0,0,2,0,0,0,1,3,3,3,3,0,2,0,2,2,2,0,1,0,0,0,0,1,1
32547092,44,Leste 2,2 - Estadual,35911008,URBANO DE OLIVEIRA PINTO REV,R TANTAS PALAVRAS,10,,CONJUNTO HABITACIONAL AGUIA DE HAIA,1,0,0,0,0,0,0,2,3,3,3,3,2,0,0,0,1,0,0,0,0,0,0,0,3,0
32546797,44,Leste 2,2 - Estadual,35911008,URBANO DE OLIVEIRA PINTO REV,R TANTAS PALAVRAS,10,,CONJUNTO HABITACIONAL AGUIA DE HAIA,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,2,2,0,0,2,0,0,0,3,0
32546961,44,Leste 2,2 - Estadual,35911008,URBANO DE OLIVEIRA PINTO REV,R TANTAS PALAVRAS,10,,CONJUNTO HABITACIONAL AGUIA DE HAIA,0,0,0,3,2,0,3,3,3,3,3,3,0,2,1,0,3,3,2,0,0,0,0,0,3,0
32546960,44,Leste 2,2 - Estadual,35911008,URBANO DE OLIVEIRA PINTO REV,R TANTAS PALAVRAS,10,,CONJUNTO HABITACIONAL AGUIA DE HAIA,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
33840861,1530,Sul 2,2 - Estadual,35902925,CALHIM MANOEL ABUD,R OSCAR FERNANDES,SN,,VILA CALIFORNIA(ZONA SUL),0,0,1,2,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,2,1
33841650,1530,Sul 2,2 - Estadual,35902925,CALHIM MANOEL ABUD,R OSCAR FERNANDES,SN,,VILA CALIFORNIA(ZONA SUL),1,0,0,2,0,0,0,0,3,1,3,2,0,0,2,3,2,0,0,0,0,0,0,0,3,1
33838468,1530,Sul 2,2 - Estadual,35902925,CALHIM MANOEL ABUD,R OSCAR FERNANDES,SN,,VILA CALIFORNIA(ZONA SUL),0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,0
33924679,476,Norte,4 - Privada,35805063,TECLA COLEGIO,RUA AUGUSTO GIL,300,,VILA DIONISIA,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,99,1
33926400,476,Norte,4 - Privada,35805063,TECLA COLEGIO,RUA AUGUSTO GIL,300,,VILA DIONISIA,1,1,0,2,0,0,0,1,2,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1
33926447,476,Norte,4 - Privada,35805063,TECLA COLEGIO,RUA AUGUSTO GIL,300,,VILA DIONISIA,1,0,0,0,0,0,0,2,3,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1
33927306,476,Norte,4 - Privada,35805063,TECLA COLEGIO,RUA AUGUSTO GIL,300,,VILA DIONISIA,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0,1,2,0,0,1,0,0,0,0,1,0
33928635,476,Norte,4 - Privada,35805063,TECLA COLEGIO,RUA AUGUSTO GIL,300,,VILA DIONISIA,1,0,0,2,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,3,1
33927376,476,Norte,4 - Privada,35805063,TECLA COLEGIO,RUA AUGUSTO GIL,300,,VILA DIONISIA,0,0,0,0,0,0,0,2,3,3,3,3,2,2,0,0,2,0,0,0,0,0,0,0,1,1
35736252,1531,Sul 2,2 - Estadual,35923503,DOGIVAL BARROS GOMES PROFESSOR,R ELISIO MENDES GAIA,101,,JARDIM SAO CARLOS (ZONA SUL),0,0,0,2,0,0,0,2,0,3,3,3,0,0,0,1,3,1,0,0,0,0,0,0,3,1
35737926,1531,Sul 2,2 - Estadual,35923503,DOGIVAL BARROS GOMES PROFESSOR,R ELISIO MENDES GAIA,101,,JARDIM SAO CARLOS (ZONA SUL),1,0,0,0,0,0,0,0,1,0,3,3,3,2,0,3,3,2,1,0,0,0,0,0,3,1
32546959,44,Leste 2,2 - Estadual,35911008,URBANO DE OLIVEIRA PINTO REV,R TANTAS PALAVRAS,10,,CONJUNTO HABITACIONAL AGUIA DE HAIA,0,0,0,1,0,0,1,3,3,3,3,3,3,2,0,2,3,3,0,1,0,0,0,0,99,1
36720466,585,Oeste,4 - Privada,35105302,JOANA D ARC COLEGIO,R MIRAGAIA,158,,BUTANTA,1,0,0,2,0,0,0,1,3,3,2,2,2,2,0,1,3,3,0,1,1,0,0,0,4,0
35766924,1531,Sul 2,2 - Estadual,35923503,DOGIVAL BARROS GOMES PROFESSOR,R ELISIO MENDES GAIA,101,,JARDIM SAO CARLOS (ZONA SUL),1,0,0,1,0,0,0,0,0,2,0,2,3,0,3,0,3,3,3,0,0,0,0,0,3,1
35432741,54,Sul 1,2 - Estadual,35004583,LAIS AMARAL VICENTE PROFESSORA,R TAQUACETUBA,214,,JARDIM ORIENTAL,1,1,1,2,0,0,0,1,3,3,3,3,0,2,0,2,3,0,0,0,0,0,0,0,3,1
33759283,998,Leste 2,2 - Estadual,35039248,QUINTILIANO JOSE SITRANGULO PROF,R ARRAIAL DA ANTA,325,,VILA CARMOSINA,0,0,0,3,0,0,0,2,3,3,3,3,0,3,3,0,3,3,2,1,3,0,0,0,3,1
33765203,998,Leste 2,2 - Estadual,35039248,QUINTILIANO JOSE SITRANGULO PROF,R ARRAIAL DA ANTA,325,,VILA CARMOSINA,0,0,1,3,0,0,2,0,2,3,3,2,0,2,0,2,2,0,2,2,0,0,0,0,2,1
33765205,998,Leste 2,2 - Estadual,35039248,QUINTILIANO JOSE SITRANGULO PROF,R ARRAIAL DA ANTA,325,,VILA CARMOSINA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
33801558,998,Leste 2,2 - Estadual,35039248,QUINTILIANO JOSE SITRANGULO PROF,R ARRAIAL DA ANTA,325,,VILA CARMOSINA,0,0,0,3,0,0,0,2,2,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,1,0
32837878,26,Leste 1,2 - Estadual,35001512,ARMANDO ARAUJO,R JUVENAL PARADA,264,,MOOCA,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,1,0
32839512,26,Leste 1,2 - Estadual,35001512,ARMANDO ARAUJO,R JUVENAL PARADA,264,,MOOCA,0,0,0,3,0,0,0,0,0,1,3,3,0,0,0,0,0,1,0,2,0,0,0,0,97,1
32841118,26,Leste 1,2 - Estadual,35001512,ARMANDO ARAUJO,R JUVENAL PARADA,264,,MOOCA,1,0,0,3,2,0,0,3,2,3,3,3,2,1,2,0,2,1,0,3,0,0,0,0,2,1
32841694,26,Leste 1,2 - Estadual,35001512,ARMANDO ARAUJO,R JUVENAL PARADA,264,,MOOCA,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0
36249706,863,Leste 1,4 - Privada,35101692,CIVITATIS COLEGIO,RUA FALCHI GIANINI,842,,VILA PRUDENTE,1,0,0,2,1,0,0,3,3,3,3,3,0,2,0,0,3,2,0,0,0,0,0,0,3,1
36246596,863,Leste 1,4 - Privada,35101692,CIVITATIS COLEGIO,RUA FALCHI GIANINI,842,,VILA PRUDENTE,1,0,0,2,0,0,2,3,2,3,1,3,0,2,0,0,2,0,0,0,0,0,0,0,1,1
33703741,778,Leste 1,4 - Privada,35101539,SANTA CRUZ LICEU,RUA SAO NICASIO,420,,PARQUE DA MOOCA,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,1,0,1,0,0,0,0,1,1
33703916,778,Leste 1,4 - Privada,35101539,SANTA CRUZ LICEU,RUA SAO NICASIO,420,,PARQUE DA MOOCA,1,0,0,2,0,0,8,1,1,0,1,2,0,2,0,0,3,0,2,0,2,1,0,0,1,1
32644115,27,Leste 1,2 - Estadual,35001880,JOSE CHEDIAK,AV DO ORATORIO,2320,,PARQUE SAO LUCAS,1,0,0,3,0,0,0,3,3,2,3,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0
32638635,63,Sul 2,2 - Estadual,35005113,MEXICO,R LEONEL DA GAMA BELES,82,,VILA JOANIZA,0,0,0,0,0,0,0,2,3,3,3,3,0,0,0,0,2,0,0,1,0,0,0,0,3,1
32638136,63,Sul 2,2 - Estadual,35005113,MEXICO,R LEONEL DA GAMA BELES,82,,VILA JOANIZA,0,0,0,2,0,0,0,2,3,3,3,3,0,0,0,1,2,1,0,0,0,0,0,0,3,1
32644219,63,Sul 2,2 - Estadual,35005113,MEXICO,R LEONEL DA GAMA BELES,82,,VILA JOANIZA,1,0,0,2,0,0,0,2,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33765758,998,Leste 2,2 - Estadual,35039248,QUINTILIANO JOSE SITRANGULO PROF,R ARRAIAL DA ANTA,325,,VILA CARMOSINA,1,0,0,2,0,0,1,1,1,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0
32641412,63,Sul 2,2 - Estadual,35005113,MEXICO,R LEONEL DA GAMA BELES,82,,VILA JOANIZA,1,0,0,2,0,0,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
32643327,63,Sul 2,2 - Estadual,35005113,MEXICO,R LEONEL DA GAMA BELES,82,,VILA JOANIZA,0,0,0,2,0,0,0,2,2,3,3,3,0,0,0,0,2,2,0,0,1,0,0,0,3,0
33803698,998,Leste 2,2 - Estadual,35039248,QUINTILIANO JOSE SITRANGULO PROF,R ARRAIAL DA ANTA,325,,VILA CARMOSINA,0,0,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1
32643605,63,Sul 2,2 - Estadual,35005113,MEXICO,R LEONEL DA GAMA BELES,82,,VILA JOANIZA,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0
32640580,63,Sul 2,2 - Estadual,35005113,MEXICO,R LEONEL DA GAMA BELES,82,,VILA JOANIZA,0,0,0,2,0,0,0,3,2,2,2,2,2,0,0,0,2,2,0,0,0,0,0,0,1,0
32641988,63,Sul 2,2 - Estadual,35005113,MEXICO,R LEONEL DA GAMA BELES,82,,VILA JOANIZA,0,0,0,2,0,0,0,2,2,3,3,2,0,2,2,2,3,1,0,0,3,1,0,0,1,0
33765206,998,Leste 2,2 - Estadual,35039248,QUINTILIANO JOSE SITRANGULO PROF,R ARRAIAL DA ANTA,325,,VILA CARMOSINA,0,0,0,3,2,0,2,1,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3,1
33803696,998,Leste 2,2 - Estadual,35039248,QUINTILIANO JOSE SITRANGULO PROF,R ARRAIAL DA ANTA,325,,VILA CARMOSINA,1,0,0,2,0,0,0,2,1,1,1,3,2,1,3,0,1,2,2,1,0,0,0,0,3,0
33765759,998,Leste 2,2 - Estadual,35039248,QUINTILIANO JOSE SITRANGULO PROF,R ARRAIAL DA ANTA,325,,VILA CARMOSINA,1,0,0,2,0,0,2,2,2,2,2,2,0,2,0,0,2,2,0,0,0,1,0,0,2,0
31922687,62,Sul 2,2 - Estadual,35004868,LEONOR QUADROS,R BALTAZAR GOMES DE ALARCAO,SN,,JARDIM MIRIAM,1,0,1,3,0,0,1,0,1,3,0,0,2,2,0,0,2,2,0,0,2,0,0,0,5,0
31917701,62,Sul 2,2 - Estadual,35004868,LEONOR QUADROS,R BALTAZAR GOMES DE ALARCAO,SN,,JARDIM MIRIAM,1,0,0,0,0,0,0,2,2,3,3,3,2,2,2,3,1,0,0,0,0,0,0,0,3,1
31922686,62,Sul 2,2 - Estadual,35004868,LEONOR QUADROS,R BALTAZAR GOMES DE ALARCAO,SN,,JARDIM MIRIAM,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,1
31915098,62,Sul 2,2 - Estadual,35004868,LEONOR QUADROS,R BALTAZAR GOMES DE ALARCAO,SN,,JARDIM MIRIAM,0,0,0,0,0,0,0,2,3,3,2,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0
31922685,62,Sul 2,2 - Estadual,35004868,LEONOR QUADROS,R BALTAZAR GOMES DE ALARCAO,SN,,JARDIM MIRIAM,1,0,0,3,1,0,2,3,2,3,1,1,0,2,0,0,2,0,1,1,2,0,0,0,2,1
33803697,998,Leste 2,2 - Estadual,35039248,QUINTILIANO JOSE SITRANGULO PROF,R ARRAIAL DA ANTA,325,,VILA CARMOSINA,1,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1
36856020,780,Leste 1,4 - Privada,35157089,UNIAO PAULISTA COLEGIO,RUA JULIO RINALDI,230,,PENHA,0,0,0,2,0,0,0,3,3,3,3,3,0,0,0,0,2,1,0,0,0,0,0,0,1,1
32881314,26,Leste 1,2 - Estadual,35001512,ARMANDO ARAUJO,R JUVENAL PARADA,264,,MOOCA,1,0,0,2,0,0,1,2,2,3,3,3,1,1,0,1,3,2,1,0,1,0,0,0,2,0
32841895,26,Leste 1,2 - Estadual,35001512,ARMANDO ARAUJO,R JUVENAL PARADA,264,,MOOCA,0,0,0,2,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1
32880725,26,Leste 1,2 - Estadual,35001512,ARMANDO ARAUJO,R JUVENAL PARADA,264,,MOOCA,1,0,0,3,0,0,1,0,0,2,3,3,3,3,3,2,2,0,0,0,1,2,0,0,1,0
32881047,26,Leste 1,2 - Estadual,35001512,ARMANDO ARAUJO,R JUVENAL PARADA,264,,MOOCA,0,0,0,0,2,0,3,2,3,3,3,3,0,0,0,0,3,2,0,0,0,0,0,0,1,1
32918910,73,Sul 2,2 - Estadual,35925378,PARQUE TAMARI,R AMARO DE PONTES,854,,PARQUE TAMARI,8,0,0,2,2,0,0,1,1,1,1,3,0,0,0,0,0,1,0,3,2,0,0,0,3,0
32642216,63,Sul 2,2 - Estadual,35005113,MEXICO,R LEONEL DA GAMA BELES,82,,VILA JOANIZA,1,0,1,3,3,0,3,3,3,3,3,3,3,2,2,3,3,0,0,0,1,0,0,0,3,1
35434639,54,Sul 1,2 - Estadual,35004583,LAIS AMARAL VICENTE PROFESSORA,R TAQUACETUBA,214,,JARDIM ORIENTAL,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,2,1
33765757,998,Leste 2,2 - Estadual,35039248,QUINTILIANO JOSE SITRANGULO PROF,R ARRAIAL DA ANTA,325,,VILA CARMOSINA,0,0,0,1,0,0,1,2,3,3,3,2,0,1,0,0,1,0,0,1,0,0,0,0,3,0
32596733,46,Leste 2,2 - Estadual,35923916,MARCOS ANTONIO COSTA PROFESSOR,R GODOI BUENO,19,,JARDIM SANTO ANDRE,0,0,0,1,0,0,1,0,2,3,3,3,1,0,0,0,1,1,0,1,1,0,0,0,3,0
32592478,46,Leste 2,2 - Estadual,35923916,MARCOS ANTONIO COSTA PROFESSOR,R GODOI BUENO,19,,JARDIM SANTO ANDRE,0,0,1,2,0,0,0,2,3,3,3,3,0,0,0,2,1,0,0,0,1,0,0,0,1,0
32593937,46,Leste 2,2 - Estadual,35923916,MARCOS ANTONIO COSTA PROFESSOR,R GODOI BUENO,19,,JARDIM SANTO ANDRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
32593670,46,Leste 2,2 - Estadual,35923916,MARCOS ANTONIO COSTA PROFESSOR,R GODOI BUENO,19,,JARDIM SANTO ANDRE,0,0,0,0,0,0,1,2,3,3,3,3,1,1,0,0,1,1,0,0,0,0,0,0,1,1
32592092,46,Leste 2,2 - Estadual,35923916,MARCOS ANTONIO COSTA PROFESSOR,R GODOI BUENO,19,,JARDIM SANTO ANDRE,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0
32594256,46,Leste 2,2 - Estadual,35923916,MARCOS ANTONIO COSTA PROFESSOR,R GODOI BUENO,19,,JARDIM SANTO ANDRE,1,0,0,0,0,0,0,3,3,3,3,3,1,2,0,0,2,1,0,3,0,0,0,0,3,0
36141081,384,Norte,4 - Privada,35159281,TEREZA GIL DE MOURA INSTITUTO EDUCACIONAL,RUA ANTONIO MAIA,523,,PERUS,0,0,0,2,0,0,0,2,3,3,3,2,0,0,0,1,2,2,0,0,2,0,0,0,99,0
36153087,384,Norte,4 - Privada,35159281,TEREZA GIL DE MOURA INSTITUTO EDUCACIONAL,RUA ANTONIO MAIA,523,,PERUS,1,0,0,1,0,0,0,2,3,3,3,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0
36153277,384,Norte,4 - Privada,35159281,TEREZA GIL DE MOURA INSTITUTO EDUCACIONAL,RUA ANTONIO MAIA,523,,PERUS,1,0,0,2,0,0,0,1,1,1,2,2,0,2,0,0,2,0,0,1,0,0,0,0,1,1
36153438,384,Norte,4 - Privada,35159281,TEREZA GIL DE MOURA INSTITUTO EDUCACIONAL,RUA ANTONIO MAIA,523,,PERUS,1,0,0,3,0,0,1,2,3,2,3,3,0,1,0,0,1,0,0,1,3,0,0,0,3,1
32918681,49,Leste 2,4 - Privada,35119234,TIETE COLEGIO,RUA JOAO GOMES PEREIRA,1125,,SAO MATEUS,1,0,0,0,0,0,0,2,2,2,3,3,0,0,0,0,1,0,0,0,0,1,0,0,3,1
31972005,68,Sul 2,2 - Estadual,35044441,EURIPEDES SIMOES DE PAULA PROF,R MARIA PAPE,30,,JARDIM LUCELIA,0,0,0,1,0,0,0,0,3,3,3,3,0,0,0,0,3,1,0,0,0,1,1,0,2,1
33685385,981,Leste 2,2 - Estadual,35048689,RUTH CABRAL TRONCARELLI PROFESSORA,R ANTONIO GANDINI,690,,ITAQUERA,1,0,0,3,0,0,0,3,2,2,3,3,3,2,0,2,2,0,0,0,2,0,0,0,2,1
32877139,13,Norte,4 - Privada,35100043,ESTRELA SIRIUS COLEGIO,RUA TATSUO OKACHI,209,,CHACARA INGLESA,0,0,0,0,0,0,0,2,3,2,2,3,0,0,0,0,2,0,0,3,0,0,0,0,1,0
36152017,384,Norte,4 - Privada,35159281,TEREZA GIL DE MOURA INSTITUTO EDUCACIONAL,RUA ANTONIO MAIA,523,,PERUS,1,0,0,2,0,0,2,2,3,2,3,3,3,0,0,0,3,2,0,0,1,0,0,0,3,0
36153601,384,Norte,4 - Privada,35159281,TEREZA GIL DE MOURA INSTITUTO EDUCACIONAL,RUA ANTONIO MAIA,523,,PERUS,0,0,0,0,0,0,0,3,3,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,1,0
36249695,384,Norte,4 - Privada,35159281,TEREZA GIL DE MOURA INSTITUTO EDUCACIONAL,RUA ANTONIO MAIA,523,,PERUS,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,2,0,0,0,0,3,0
36252996,384,Norte,4 - Privada,35159281,TEREZA GIL DE MOURA INSTITUTO EDUCACIONAL,RUA ANTONIO MAIA,523,,PERUS,0,0,0,0,0,0,0,2,2,1,2,2,3,2,0,0,2,0,0,0,0,0,0,0,3,1
31944015,20,Oeste,2 - Estadual,35457243,MORRO DOCE,R MARIO PALMERIO,SN,,JARDIM ANHANGUERA,1,0,0,0,0,0,0,2,2,3,3,3,0,0,0,0,2,1,0,1,0,0,0,0,1,1
31944870,20,Oeste,2 - Estadual,35457243,MORRO DOCE,R MARIO PALMERIO,SN,,JARDIM ANHANGUERA,1,0,0,3,0,0,0,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,99,0
31950276,20,Oeste,2 - Estadual,35457243,MORRO DOCE,R MARIO PALMERIO,SN,,JARDIM ANHANGUERA,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,2,1,0,0,0,0,0,0,0,1,0
31950275,20,Oeste,2 - Estadual,35457243,MORRO DOCE,R MARIO PALMERIO,SN,,JARDIM ANHANGUERA,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,99,1
31948666,20,Oeste,2 - Estadual,35457243,MORRO DOCE,R MARIO PALMERIO,SN,,JARDIM ANHANGUERA,0,0,0,0,0,0,0,3,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
33467409,816,Leste 1,4 - Privada,35102015,SAO VICENTE DE PAULO COLEGIO PENHA,PRACA NOSSA SENHORA DA PENHA,161,,PENHA DE FRANCA,0,0,0,1,0,0,0,0,1,3,3,3,0,0,0,0,2,3,0,0,2,0,0,0,1,1
33468642,816,Leste 1,4 - Privada,35102015,SAO VICENTE DE PAULO COLEGIO PENHA,PRACA NOSSA SENHORA DA PENHA,161,,PENHA DE FRANCA,1,0,0,1,0,0,0,2,3,2,3,2,0,1,0,1,1,2,1,0,2,0,0,0,5,0
33485301,816,Leste 1,4 - Privada,35102015,SAO VICENTE DE PAULO COLEGIO PENHA,PRACA NOSSA SENHORA DA PENHA,161,,PENHA DE FRANCA,0,0,0,3,0,0,0,1,3,2,2,2,0,1,0,0,2,0,0,0,2,0,0,0,1,1
33927154,781,Leste 1,4 - Privada,35136906,SANTA CLARA COLEGIO,RUA SAO SABINO,27/21,,CHACARA BELENZINHO,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
31950277,20,Oeste,2 - Estadual,35457243,MORRO DOCE,R MARIO PALMERIO,SN,,JARDIM ANHANGUERA,0,0,0,2,0,0,1,3,3,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31958579,20,Oeste,2 - Estadual,35457243,MORRO DOCE,R MARIO PALMERIO,SN,,JARDIM ANHANGUERA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,99,0
32923473,41,Leste 2,2 - Estadual,35900060,EUNICE MARQUES MOURA BASTOS PROFA,R NARCEJA,100,,VILA NOVA CURUCA,1,0,0,3,3,0,2,0,3,2,3,0,3,2,3,2,3,3,3,2,0,0,0,0,2,1
32923500,41,Leste 2,2 - Estadual,35900060,EUNICE MARQUES MOURA BASTOS PROFA,R NARCEJA,100,,VILA NOVA CURUCA,1,0,0,2,0,0,0,1,3,3,3,1,3,3,2,0,1,2,0,0,0,0,0,0,1,1
32917653,41,Leste 2,2 - Estadual,35900060,EUNICE MARQUES MOURA BASTOS PROFA,R NARCEJA,100,,VILA NOVA CURUCA,0,0,0,2,0,0,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32958482,41,Leste 2,2 - Estadual,35900060,EUNICE MARQUES MOURA BASTOS PROFA,R NARCEJA,100,,VILA NOVA CURUCA,0,0,0,2,0,0,1,3,3,3,3,3,1,0,0,0,3,0,0,0,0,0,0,0,3,0
33466404,816,Leste 1,4 - Privada,35102015,SAO VICENTE DE PAULO COLEGIO PENHA,PRACA NOSSA SENHORA DA PENHA,161,,PENHA DE FRANCA,0,0,0,2,0,0,0,1,0,2,2,3,0,0,0,0,2,0,0,2,0,0,0,0,99,1
33471294,816,Leste 1,4 - Privada,35102015,SAO VICENTE DE PAULO COLEGIO PENHA,PRACA NOSSA SENHORA DA PENHA,161,,PENHA DE FRANCA,0,0,0,1,0,0,0,2,3,3,3,3,0,1,0,0,1,1,0,0,1,0,0,0,1,0
33485303,816,Leste 1,4 - Privada,35102015,SAO VICENTE DE PAULO COLEGIO PENHA,PRACA NOSSA SENHORA DA PENHA,161,,PENHA DE FRANCA,0,0,0,2,0,0,0,2,1,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,4,0
32060590,11,Norte,2 - Estadual,35916729,GUSTAVO BARROSO,R ALFEU DE ALCANTARA MONTEIRO,100,,CONJUNTO HABITACIONAL JOVA RURAL,1,0,0,2,0,0,0,2,1,1,1,1,0,0,0,0,2,0,0,0,2,0,0,0,3,0
33400677,217,Norte,2 - Estadual,35001296,CARMOSINA MONTEIRO VIANNA PROFA,R ANTONIO PALMIERI,377,,JARDIM BRASIL (ZONA NORTE),1,0,1,3,0,0,0,2,3,0,2,2,0,2,0,0,2,1,0,0,0,0,0,0,99,1
33399731,217,Norte,2 - Estadual,35001296,CARMOSINA MONTEIRO VIANNA PROFA,R ANTONIO PALMIERI,377,,JARDIM BRASIL (ZONA NORTE),1,0,0,3,0,0,0,2,3,2,2,1,0,2,0,0,3,2,0,0,0,0,0,0,1,0
33482889,217,Norte,2 - Estadual,35001296,CARMOSINA MONTEIRO VIANNA PROFA,R ANTONIO PALMIERI,377,,JARDIM BRASIL (ZONA NORTE),0,0,0,2,0,0,0,0,3,2,3,2,3,0,0,0,3,0,0,3,2,0,0,0,99,0
32920824,41,Leste 2,2 - Estadual,35900060,EUNICE MARQUES MOURA BASTOS PROFA,R NARCEJA,100,,VILA NOVA CURUCA,0,0,0,1,0,0,0,2,2,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,3,0
32317485,209,Norte,2 - Estadual,35000371,ANTONIO JOSE LEITE PROF,R DEZ DE MAIO,271,,VILA AMELIA,0,0,0,1,0,0,1,2,2,3,0,2,0,1,0,0,1,1,0,1,2,0,0,0,2,0
33533375,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,0,0,0,0,0,0,0,3,3,2,0,0,2,2,0,0,3,3,0,0,0,0,0,0,2,1
33534421,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,1,0,1,3,2,0,0,2,2,2,2,2,0,0,0,1,3,1,0,0,1,0,0,0,1,1
32320171,209,Norte,2 - Estadual,35000371,ANTONIO JOSE LEITE PROF,R DEZ DE MAIO,271,,VILA AMELIA,0,0,0,2,2,0,0,2,3,3,1,2,0,0,0,0,3,1,0,0,1,0,0,0,4,0
